source,raw_text,clean_text,tokens,token_len,lang
youtube,An khong hét thi sao? Nhìn mam hai san da man thật.,an không hét thi sao nhìn mam hai san đã man thật,"['an', 'không', 'hét', 'thi', 'sao', 'nhìn', 'mam', 'hai', 'san', 'đã', 'man', 'thật']",12,vi
youtube,"<a href=""https://www.youtube.com/watch?v=p8KWdCzUHZM&amp;t=355"">5:55</a> Yamate😂",yamate,['yamate'],1,vi
youtube,Ước gi đc như chị.,ước gi được như chị,"['ước', 'gi', 'được', 'như', 'chị']",5,vi
youtube,Beautiful display em!❤️. Awww love baby Sa!!❤️❤️...chi chua bao gio thay em Bé nào mà thich än dô biên,beautiful display em aww love baby_sa .. chi_chua bao_giờ thay em bé nào mà thich än dô_biên,"['beautiful', 'display', 'em', 'aww', 'love', 'baby_sa', '..', 'chi_chua', 'bao_giờ', 'thay', 'em', 'bé', 'nào', 'mà', 'thich', 'än', 'dô_biên']",17,vi
youtube,Làm đồ ăn sạch nghê luôn á ☺️😊😍😍😍😍,làm đồ_ăn sạch_nghê luôn á,"['làm', 'đồ_ăn', 'sạch_nghê', 'luôn', 'á']",5,vi
youtube,Quá ấn mục sao bỏ hết rồi sao bố mục kg bỏ gì đâu huỳnh,quá ấn_mục sao bỏ hết rồi sao bố_mục không bỏ gì đâu huỳnh,"['quá', 'ấn_mục', 'sao', 'bỏ', 'hết', 'rồi', 'sao', 'bố_mục', 'không', 'bỏ', 'gì', 'đâu', 'huỳnh']",13,vi
youtube,Thèm ghê,thèm ghê,"['thèm', 'ghê']",2,vi
youtube,Đà này theo tôi nghĩ thì kênh này sẽ thành &quot; Quỳnh heo vlog và sa còi vlog&quot;,đà này theo tôi nghĩ thì kênh này sẽ thành quỳnh heo vlog và sa_còi vlog,"['đà', 'này', 'theo', 'tôi', 'nghĩ', 'thì', 'kênh', 'này', 'sẽ', 'thành', 'quỳnh', 'heo', 'vlog', 'và', 'sa_còi', 'vlog']",16,vi
youtube,😂😂 nhìn sa tức cười v~~~😂,nhìn sa_tức cười vậy,"['nhìn', 'sa_tức', 'cười', 'vậy']",4,vi
youtube,Chị ăn đồ biển tốt thật😂,chị ăn_đồ biển tốt thật,"['chị', 'ăn_đồ', 'biển', 'tốt', 'thật']",5,vi
youtube,"Mình ăn kiểu này là mình nhập viện liền. Co đợt an 1con cua + mieng ca hoi nướng + 3-4 con tôm thôi. Mà đêm đó mình bị bội thực, phát ban, ói , tiêu chảy, choáng váng lun🤣",mình ăn kiểu này là mình nhập_viện liền co đợt an con cua mieng ca_hoi nướng con tôm thôi mà đêm đó mình bị bội_thực_phát ban ói tiêu_chảy choáng_váng lun,"['mình', 'ăn', 'kiểu', 'này', 'là', 'mình', 'nhập_viện', 'liền', 'co', 'đợt', 'an', 'con', 'cua', 'mieng', 'ca_hoi', 'nướng', 'con', 'tôm', 'thôi', 'mà', 'đêm', 'đó', 'mình', 'bị', 'bội_thực_phát', 'ban', 'ói', 'tiêu_chảy', 'choáng_váng', 'lun']",30,vi
youtube,Chời ơi hấp dẫn quá,chời hấp_dẫn quá,"['chời', 'hấp_dẫn', 'quá']",3,vi
youtube,Ăn tôm hùm đi :-),ăn tôm_hùm đi,"['ăn', 'tôm_hùm', 'đi']",3,vi
youtube,Ăn zay biết chung nào chet,ăn zay biết chung nào chet,"['ăn', 'zay', 'biết', 'chung', 'nào', 'chet']",6,vi
youtube,c cho cái địa chỉ c đi mua hải sản đi c,cho cái địa_chỉ đi mua hải_sản đi,"['cho', 'cái', 'địa_chỉ', 'đi', 'mua', 'hải_sản', 'đi']",7,vi
youtube,đã ai dc ăn đâu mà biết,đã ai được ăn đâu mà biết,"['đã', 'ai', 'được', 'ăn', 'đâu', 'mà', 'biết']",7,vi
youtube,Quynh lam cai gì day,quynh làm cai gì day,"['quynh', 'làm', 'cai', 'gì', 'day']",5,vi
youtube,"luc <a href=""https://www.youtube.com/watch?v=p8KWdCzUHZM&amp;t=370"">6:10</a> tháng bé kêu yamete =))",luc tháng bé kêu yamete,"['luc', 'tháng', 'bé', 'kêu', 'yamete']",5,vi
youtube,Nhan ba la 101,nhan ba là,"['nhan', 'ba', 'là']",3,vi
youtube,Thích quá chị,thích quá chị,"['thích', 'quá', 'chị']",3,vi
youtube,"Tắt k coi nữa,đi vai tiền mua hải sản ăn 🤣",tắt không coi nữa đi vai tiền mua hải_sản ăn,"['tắt', 'không', 'coi', 'nữa', 'đi', 'vai', 'tiền', 'mua', 'hải_sản', 'ăn']",10,vi
youtube,làm phở Hà Nội đi ạ,làm phở hà_nội đi,"['làm', 'phở', 'hà_nội', 'đi']",4,vi
youtube,Nhìn Quỳnh ăn mình muốn chạy ngay ra chợ mua về làm ngay hihi,nhìn quỳnh_ăn mình muốn chạy ngay ra chợ mua về làm ngay hihi,"['nhìn', 'quỳnh_ăn', 'mình', 'muốn', 'chạy', 'ngay', 'ra', 'chợ', 'mua', 'về', 'làm', 'ngay', 'hihi']",13,vi
youtube,ăn ko hết lãng phí .phung phí thực phẩm,ăn không hết lãng_phí phung_phí thực_phẩm,"['ăn', 'không', 'hết', 'lãng_phí', 'phung_phí', 'thực_phẩm']",6,vi
youtube,Giá mà tôi có thể giàu một lần,giá mà tôi có_thể giàu một lần,"['giá', 'mà', 'tôi', 'có_thể', 'giàu', 'một', 'lần']",7,vi
youtube,Vua cũng chưa được &quot; xơi &quot; như vậy....!!!!?,vua cũng chưa được xơi như_vậy ..,"['vua', 'cũng', 'chưa', 'được', 'xơi', 'như_vậy', '..']",7,vi
youtube,Mình ăn uống cái gì cũng cứ mình gắp cho con mình trước .,mình ăn_uống cái gì cũng cứ mình gắp cho con mình trước,"['mình', 'ăn_uống', 'cái', 'gì', 'cũng', 'cứ', 'mình', 'gắp', 'cho', 'con', 'mình', 'trước']",12,vi
youtube,Con chị tên gì vậy nhìn dễ thương quá,con chị tên gì vậy nhìn dễ_thương quá,"['con', 'chị', 'tên', 'gì', 'vậy', 'nhìn', 'dễ_thương', 'quá']",8,vi
youtube,Sao o cho Sa ăn à?,sao cho sa_ăn,"['sao', 'cho', 'sa_ăn']",3,vi
youtube,"Kiếp này đã được ăn sung sướng nhưng suốt ngày sát sinh, giết vật còn sống. Đem cắt gân, xiên cây vào tôm.. thì ác nghiệp trả cho hết.",kiếp này đã được ăn sung_sướng nhưng suốt ngày sát_sinh giết_vật còn sống đem cắt gân xiên cây vào tôm .. thì ác_nghiệp trả cho hết,"['kiếp', 'này', 'đã', 'được', 'ăn', 'sung_sướng', 'nhưng', 'suốt', 'ngày', 'sát_sinh', 'giết_vật', 'còn', 'sống', 'đem', 'cắt', 'gân', 'xiên', 'cây', 'vào', 'tôm', '..', 'thì', 'ác_nghiệp', 'trả', 'cho', 'hết']",26,vi
youtube,"Thấy chị làm mực trong sink rồi bỏ các thứ xuống cái lổ si k, vậy lâu ngày có bị nghẹt đường ống thoát nước ko vậy chị? Minh cũng muốn làm vậy nhưng sợ nghẹt ống thoát nước.",thấy chị làm mực trong sink rồi bỏ các thứ xuống cái lổ si không vậy lâu ngày có bị nghẹt đường_ống thoát nước không vậy chị minh cũng muốn làm_vậy nhưng sợ nghẹt ống thoát nước,"['thấy', 'chị', 'làm', 'mực', 'trong', 'sink', 'rồi', 'bỏ', 'các', 'thứ', 'xuống', 'cái', 'lổ', 'si', 'không', 'vậy', 'lâu', 'ngày', 'có', 'bị', 'nghẹt', 'đường_ống', 'thoát', 'nước', 'không', 'vậy', 'chị', 'minh', 'cũng', 'muốn', 'làm_vậy', 'nhưng', 'sợ', 'nghẹt', 'ống', 'thoát', 'nước']",37,vi
youtube,Chị ăn hải sản nhiều vậy chắc ko tốt cho sức khỏe đâu.,chị ăn hải_sản nhiều vậy chắc không tốt cho sức khỏe đâu,"['chị', 'ăn', 'hải_sản', 'nhiều', 'vậy', 'chắc', 'không', 'tốt', 'cho', 'sức', 'khỏe', 'đâu']",12,vi
youtube,Chị này ở đâu vx mn,chị này ở đâu vx mọi người,"['chị', 'này', 'ở', 'đâu', 'vx', 'mọi', 'người']",7,vi
youtube,Lần đầu biết chị qua clip trên fb con ốc vòi voi giống con cờ 😂<br>Nếu lúc đó k coi clip đó sao biết có kênh yb hay như này,lần đầu biết chị qua clip trên facebook con ốc vòi voi giống con cờ nếu lúc đó không coi clip đó sao biết có kênh yb hay như này,"['lần', 'đầu', 'biết', 'chị', 'qua', 'clip', 'trên', 'facebook', 'con', 'ốc', 'vòi', 'voi', 'giống', 'con', 'cờ', 'nếu', 'lúc', 'đó', 'không', 'coi', 'clip', 'đó', 'sao', 'biết', 'có', 'kênh', 'yb', 'hay', 'như', 'này']",30,vi
youtube,C đừng ăn Hải sản chung với trái cây có nhiều C vì dễ bị sỏi thận lắm,đừng ăn hải_sản chung với trái_cây có nhiều vì dễ bị sỏi thận lắm,"['đừng', 'ăn', 'hải_sản', 'chung', 'với', 'trái_cây', 'có', 'nhiều', 'vì', 'dễ', 'bị', 'sỏi', 'thận', 'lắm']",14,vi
youtube,cho em con cua hoàng đế,cho em con cua_hoàng_đế,"['cho', 'em', 'con', 'cua_hoàng_đế']",4,vi
youtube,Chị ơi chỉ cho e cách ăn mà có thực phẩm gì hỗ trợ k hấp thụ chất béo k ạ chỉ em với ạ,chị chỉ cho em cách ăn mà có thực_phẩm gì hỗ_trợ không hấp_thụ chất_béo không chỉ em với,"['chị', 'chỉ', 'cho', 'em', 'cách', 'ăn', 'mà', 'có', 'thực_phẩm', 'gì', 'hỗ_trợ', 'không', 'hấp_thụ', 'chất_béo', 'không', 'chỉ', 'em', 'với']",18,vi
youtube,Hôm nay quỳnh hài ghê,hôm_nay quỳnh_hài ghê,"['hôm_nay', 'quỳnh_hài', 'ghê']",3,vi
youtube,Cua hòa đế ngon thế,cua hòa_đế ngon thế,"['cua', 'hòa_đế', 'ngon', 'thế']",4,vi
youtube,Trời bả làm cái gi mà lắm tiền mua cả đại dương về ăn thế này,trời bả làm cái gi mà lắm tiền mua cả đại_dương về ăn thế_này,"['trời', 'bả', 'làm', 'cái', 'gi', 'mà', 'lắm', 'tiền', 'mua', 'cả', 'đại_dương', 'về', 'ăn', 'thế_này']",14,vi
youtube,"<a href=""https://www.youtube.com/watch?v=p8KWdCzUHZM&amp;t=1787"">29:47</a> tỉnh rụi <br><a href=""https://www.youtube.com/watch?v=p8KWdCzUHZM&amp;t=1796"">29:56</a> quyền lực ghê<br>Hahaha",tỉnh rụi quyền_lực ghê_hahaha,"['tỉnh', 'rụi', 'quyền_lực', 'ghê_hahaha']",4,vi
youtube,làm video room tour nhà đi chị quỳnh,làm video room tour nhà đi chị quỳnh,"['làm', 'video', 'room', 'tour', 'nhà', 'đi', 'chị', 'quỳnh']",8,vi
youtube,Đang đói nhìn bả làm đồ ăn chịu không nổi.. Đành phải đi lấy cơm ăn.,đang đói nhìn bả làm đồ_ăn chịu không nổi .. đành phải đi lấy cơm ăn,"['đang', 'đói', 'nhìn', 'bả', 'làm', 'đồ_ăn', 'chịu', 'không', 'nổi', '..', 'đành', 'phải', 'đi', 'lấy', 'cơm', 'ăn']",16,vi
youtube,Aku wong jowo dadi GK terbioso mangan sak mono okehe .. tp salut cici keren,aku wong jowo dadi gk terbioso mangan sak mono okehe .. tp salut cici keren,"['aku', 'wong', 'jowo', 'dadi', 'gk', 'terbioso', 'mangan', 'sak', 'mono', 'okehe', '..', 'tp', 'salut', 'cici', 'keren']",15,vi
youtube,Ini kakak banyak pandai masak ...😋😋,ini kakak banyak pandai masak ..,"['ini', 'kakak', 'banyak', 'pandai', 'masak', '..']",6,vi
youtube,Cua chừng này ở vn chắc tới 10tr,cua chừng này ở vn chắc tới tr,"['cua', 'chừng', 'này', 'ở', 'vn', 'chắc', 'tới', 'tr']",8,vi
youtube,Nc khéo quá,nói_chuyện khéo quá,"['nói_chuyện', 'khéo', 'quá']",3,vi
youtube,"Biết là sai nhưng cứ tối lướt youtube là cứ bấm vào xem. Mà xem xong lại hối hận, nhìn thèm quá :v",biết là sai nhưng cứ tối_lướt youtube là cứ bấm vào xem mà xem xong lại hối_hận nhìn thèm quá vậy,"['biết', 'là', 'sai', 'nhưng', 'cứ', 'tối_lướt', 'youtube', 'là', 'cứ', 'bấm', 'vào', 'xem', 'mà', 'xem', 'xong', 'lại', 'hối_hận', 'nhìn', 'thèm', 'quá', 'vậy']",21,vi
youtube,"Nhìn cái bàn , nhìn c ăn , ngon quá xá ...",nhìn cái bàn nhìn ăn ngon quá_xá ..,"['nhìn', 'cái', 'bàn', 'nhìn', 'ăn', 'ngon', 'quá_xá', '..']",8,vi
youtube,"Từ việc đi chợ , sơ chế , trình bày , ăn ...Nhìn thích cực kỳ.",từ việc đi chợ sơ_chế trình_bày ăn .. nhìn thích cực_kỳ,"['từ', 'việc', 'đi', 'chợ', 'sơ_chế', 'trình_bày', 'ăn', '..', 'nhìn', 'thích', 'cực_kỳ']",11,vi
youtube,Cho em miến chị ơi em đang ở kế chị đó,cho em miến chị em đang ở kế chị đó,"['cho', 'em', 'miến', 'chị', 'em', 'đang', 'ở', 'kế', 'chị', 'đó']",10,vi
youtube,Bé Sa đáng yêu vô cùng!,bé sa_đáng yêu vô_cùng,"['bé', 'sa_đáng', 'yêu', 'vô_cùng']",4,vi
youtube,"<a href=""https://www.youtube.com/watch?v=p8KWdCzUHZM&amp;t=1123"">18:43</a> chị Quỳnh nói : Trời, lộ đít nha mọi người 🤣 . Tui cừi ỉa",chị quỳnh nói trời lộ đít mọi người tui cừi ỉa,"['chị', 'quỳnh', 'nói', 'trời', 'lộ', 'đít', 'mọi', 'người', 'tui', 'cừi', 'ỉa']",11,vi
youtube,Con cá đầu dẹp lép là cá chai đó c😀😀,con cá đầu dẹp lép là cá chai đó,"['con', 'cá', 'đầu', 'dẹp', 'lép', 'là', 'cá', 'chai', 'đó']",9,vi
youtube,Nghìn mà thèm luôn đó trời ơi,nghìn mà thèm luôn đó trời,"['nghìn', 'mà', 'thèm', 'luôn', 'đó', 'trời']",6,vi
youtube,Chị ơi ngon thế🤤🤤🤤,chị ngon thế,"['chị', 'ngon', 'thế']",3,vi
youtube,Mẹ hôn dùm chị một cái nha cưng hóa nhìn e mà thèm ge,mẹ hôn_dùm chị một cái cưng hóa nhìn em mà thèm ge,"['mẹ', 'hôn_dùm', 'chị', 'một', 'cái', 'cưng', 'hóa', 'nhìn', 'em', 'mà', 'thèm', 'ge']",12,vi
youtube,R,rồi,['rồi'],1,vi
youtube,Ăng song no tới mai,ăng song no tới mai,"['ăng', 'song', 'no', 'tới', 'mai']",5,vi
youtube,Bào ngư thì giống ...<br>Ốc vòi voi thì giống ...,bào ngư thì giống .. ốc vòi voi thì giống ..,"['bào', 'ngư', 'thì', 'giống', '..', 'ốc', 'vòi', 'voi', 'thì', 'giống', '..']",11,vi
youtube,Mn oi cho mình hỏi câu giả điên khiêng đầu máy nghĩa là gì vậy :(((<br>Thấy cô hay nói mà mình hong hiểu nghĩa:((,mọi người oi cho mình hỏi câu giả điên_khiêng đầu_máy_nghĩa_là gì vậy thấy cô hay nói mà mình không hiểu nghĩa,"['mọi', 'người', 'oi', 'cho', 'mình', 'hỏi', 'câu', 'giả', 'điên_khiêng', 'đầu_máy_nghĩa_là', 'gì', 'vậy', 'thấy', 'cô', 'hay', 'nói', 'mà', 'mình', 'không', 'hiểu', 'nghĩa']",21,vi
youtube,Cung giong nhu la lu khu vac cai lu mak chay ak,cung giong nhu là lu khu vac cai_lu mak chay,"['cung', 'giong', 'nhu', 'là', 'lu', 'khu', 'vac', 'cai_lu', 'mak', 'chay']",10,vi
youtube,Ngon quá cô Quỳnh ơi!<br>Nhìn hoi đã thèm,ngon quá cô quỳnh nhìn_hoi đã thèm,"['ngon', 'quá', 'cô', 'quỳnh', 'nhìn_hoi', 'đã', 'thèm']",7,vi
youtube,Cô Quỳnh ơi cô quay 1 ngày của cô đc ko ak,cô quỳnh cô quay ngày của cô được không,"['cô', 'quỳnh', 'cô', 'quay', 'ngày', 'của', 'cô', 'được', 'không']",9,vi
youtube,Nhìn mà thèm,nhìn mà thèm,"['nhìn', 'mà', 'thèm']",3,vi
youtube,Bạn ăn khỏe quá<br>Mình ăn ko bằng phân nửa của bạn,bạn ăn_khỏe quá mình ăn_không bằng phân_nửa của bạn,"['bạn', 'ăn_khỏe', 'quá', 'mình', 'ăn_không', 'bằng', 'phân_nửa', 'của', 'bạn']",9,vi
youtube,Mầy ăn cái gì mà ác liệt ai mà nuoi cho nổi may,mầy ăn cái gì mà ác_liệt ai mà nuoi cho nổi may,"['mầy', 'ăn', 'cái', 'gì', 'mà', 'ác_liệt', 'ai', 'mà', 'nuoi', 'cho', 'nổi', 'may']",12,vi
youtube,Hải sản ăn thỏa thik<br>Bên Hà nam k có đc tn<br>Huuu,hải_sản ăn thỏa_thích bên hà_nam không có được tn huu,"['hải_sản', 'ăn', 'thỏa_thích', 'bên', 'hà_nam', 'không', 'có', 'được', 'tn', 'huu']",10,vi
youtube,Ôi! Ngon thế Quỳnh ơi,ôi ngon thế_quỳnh,"['ôi', 'ngon', 'thế_quỳnh']",3,vi
youtube,Nhin ma thay gon roi🤤🤤,nhin ma thay gon rồi,"['nhin', 'ma', 'thay', 'gon', 'rồi']",5,vi
youtube,Nhìn chị quỳnh ăn mà em thấy thèm 😊😊 nhìn chị ăn thấy ngon quá hà .,nhìn chị quỳnh_ăn mà em thấy thèm nhìn chị ăn thấy ngon quá hà,"['nhìn', 'chị', 'quỳnh_ăn', 'mà', 'em', 'thấy', 'thèm', 'nhìn', 'chị', 'ăn', 'thấy', 'ngon', 'quá', 'hà']",14,vi
youtube,Cô,cô,['cô'],1,vi
youtube,Cangnhanuong,cangnhanuong,['cangnhanuong'],1,vi
youtube,Coojcofhe,coojcofhe,['coojcofhe'],1,vi
youtube,Nhin c nay an ma them qua,nhin nay an_ma them qua,"['nhin', 'nay', 'an_ma', 'them', 'qua']",5,vi
youtube,Bà Quỳnh ăn bể bụng luôn,bà quỳnh_ăn bể bụng luôn,"['bà', 'quỳnh_ăn', 'bể', 'bụng', 'luôn']",5,vi
youtube,Nhà giàu dữ,nhà giàu dữ,"['nhà', 'giàu', 'dữ']",3,vi
youtube,Ăn thuy phải cho het dụng đem đo nhựa mà hư người puy,ăn thuy phải cho het_dụng đem đo nhựa mà hư người puy,"['ăn', 'thuy', 'phải', 'cho', 'het_dụng', 'đem', 'đo', 'nhựa', 'mà', 'hư', 'người', 'puy']",12,vi
youtube,"Coi mấy cái khúc sơ chế cx thú vị lắm luôn ấy, kiểu bt thêm nhiều kiến thức :333",coi mấy cái khúc sơ_chế cũng thú_vị lắm luôn ấy kiểu bình_thường thêm nhiều kiến_thức,"['coi', 'mấy', 'cái', 'khúc', 'sơ_chế', 'cũng', 'thú_vị', 'lắm', 'luôn', 'ấy', 'kiểu', 'bình_thường', 'thêm', 'nhiều', 'kiến_thức']",15,vi
youtube,Sa: yamate ×2,sa yamate ×,"['sa', 'yamate', '×']",3,vi
youtube,Nữ thực như beo,nữ thực_như beo,"['nữ', 'thực_như', 'beo']",3,vi
youtube,Thèm,thèm,['thèm'],1,vi
youtube,Ai xem thấy thèm,ai xem thấy thèm,"['ai', 'xem', 'thấy', 'thèm']",4,vi
youtube,Mình thèm ăn và uống nước 😭😭,mình thèm ăn và uống nước,"['mình', 'thèm', 'ăn', 'và', 'uống', 'nước']",6,vi
youtube,Xem video này chỉ cười thôi a 😀😀😀😆😆😆😂😂😂🤣🤣🤣🤣<br>Cười trong thú vị 😍,xem video này chỉ cười thôi anh cười trong thú_vị,"['xem', 'video', 'này', 'chỉ', 'cười', 'thôi', 'anh', 'cười', 'trong', 'thú_vị']",10,vi
youtube,số lần cô quỳnh nói &quot;ừm ưm&quot; 👇🏿,số lần cô quỳnh nói ừm ưm,"['số', 'lần', 'cô', 'quỳnh', 'nói', 'ừm', 'ưm']",7,vi
youtube,Câu like 😌,câu like,"['câu', 'like']",2,vi
youtube,Nhìn thèm quá.,nhìn thèm quá,"['nhìn', 'thèm', 'quá']",3,vi
youtube,thấy nhiều ng xem chùa gớm gần 7tr ng xem mà k chịu ấn đk,thấy nhiều người xem chùa gớm gần tr người xem mà không chịu ấn được,"['thấy', 'nhiều', 'người', 'xem', 'chùa', 'gớm', 'gần', 'tr', 'người', 'xem', 'mà', 'không', 'chịu', 'ấn', 'được']",15,vi
youtube,"<a href=""https://www.youtube.com/watch?v=p8KWdCzUHZM&amp;t=2128"">35:28</a> ai hét vậy ta:))",ai hét vậy ta,"['ai', 'hét', 'vậy', 'ta']",4,vi
youtube,thèm quá🤤,thèm quá,"['thèm', 'quá']",2,vi
youtube,Ỉa ngập cầu lun ha,ỉa ngập cầu lun,"['ỉa', 'ngập', 'cầu', 'lun']",4,vi
youtube,🧀🍗🍖🍤🍳🍝🍕🌭🍟🍔🌮🌯🍜🍲🍥🍚🍙🍛🍱🍣🍘🍢🍡🍧🍨🍬🍮🎂🍰🍦🍭🍫🍿🍩🍪🍹🍸🍷🍻🍺🍾🍶🍵☕️🍼🍞🍯🍠🌽🌶🍒🍑🍍🍅🍆🍈🍓🍇🍉🍌🍏🍎🍐🍊🍋 đồ ăn ngon,đồ_ăn ngon,"['đồ_ăn', 'ngon']",2,vi
youtube,Co ơi . Con nhìn mà con chảy nước miếng lun đấy thèm mà vẫn xem,co con nhìn mà con chảy nước_miếng lun đấy thèm mà vẫn xem,"['co', 'con', 'nhìn', 'mà', 'con', 'chảy', 'nước_miếng', 'lun', 'đấy', 'thèm', 'mà', 'vẫn', 'xem']",13,vi
youtube,toi nhin oc voi voi ma toi tuong con cu,toi nhin oc voi voi ma toi tuong con cu,"['toi', 'nhin', 'oc', 'voi', 'voi', 'ma', 'toi', 'tuong', 'con', 'cu']",10,vi
youtube,Thấy quình ăn ốc bào ngư này kia chấm nước mắm ngon hơn quình ạ. Cho có hương vị VN,thấy quình ăn ốc_bào ngư này kia chấm nước_mắm ngon hơn quình cho có hương_vị vn,"['thấy', 'quình', 'ăn', 'ốc_bào', 'ngư', 'này', 'kia', 'chấm', 'nước_mắm', 'ngon', 'hơn', 'quình', 'cho', 'có', 'hương_vị', 'vn']",16,vi
youtube,srfbmh,srfbmh,['srfbmh'],1,vi
youtube,chúc mừng Quỳnh là được ba triệu ca sức mình chưa có ca khúc nào hết,chúc mừng_quỳnh là được ba triệu ca sức mình chưa có ca_khúc nào hết,"['chúc', 'mừng_quỳnh', 'là', 'được', 'ba', 'triệu', 'ca', 'sức', 'mình', 'chưa', 'có', 'ca_khúc', 'nào', 'hết']",14,vi
youtube,chúc mừng Quỳnh đặc biệt 3 triệu ca khúc,chúc mừng_quỳnh đặc_biệt triệu ca khúc,"['chúc', 'mừng_quỳnh', 'đặc_biệt', 'triệu', 'ca', 'khúc']",6,vi
youtube,101 k,không,['không'],1,vi
youtube,co an ngon qua,co_an ngon qua,"['co_an', 'ngon', 'qua']",3,vi
youtube,Phần làm ốc vòi voi chắc tụi con trai thốn lắm nhỉ,phần làm ốc vòi voi chắc tụi con trai_thốn lắm,"['phần', 'làm', 'ốc', 'vòi', 'voi', 'chắc', 'tụi', 'con', 'trai_thốn', 'lắm']",10,vi
youtube,Quỳnh ăn  mưc với sôt cay đi,quỳnh ăn_mưc với sôt cây đi,"['quỳnh', 'ăn_mưc', 'với', 'sôt', 'cây', 'đi']",6,vi
youtube,Che ri de an trang mien phai khong chi quynh de thuong mum mim,che ri_de an_trang mien_phai không chi quynh de thuong mum mim,"['che', 'ri_de', 'an_trang', 'mien_phai', 'không', 'chi', 'quynh', 'de', 'thuong', 'mum', 'mim']",11,vi
youtube,Co ca che ri ha chi,co ca che ri chi,"['co', 'ca', 'che', 'ri', 'chi']",5,vi
youtube,Con do hoi bu ma chi noi an co mot mien,con do hoi bu ma chi noi an_co mot mien,"['con', 'do', 'hoi', 'bu', 'ma', 'chi', 'noi', 'an_co', 'mot', 'mien']",10,vi
youtube,Con do la con gi vay chi,con do là con gi vay chi,"['con', 'do', 'là', 'con', 'gi', 'vay', 'chi']",7,vi
youtube,toi nghiep cho saaaaaaaaaa,toi nghiep cho saa,"['toi', 'nghiep', 'cho', 'saa']",4,vi
youtube,Chúc mừng bạn đã thành công.,chúc_mừng bạn đã thành_công,"['chúc_mừng', 'bạn', 'đã', 'thành_công']",4,vi
youtube,Sát sanh quá ... chẳng ngon gì toàn là oan hồn theo sau,sát sanh quá .. chẳng ngon gì toàn là oan_hồn theo sau,"['sát', 'sanh', 'quá', '..', 'chẳng', 'ngon', 'gì', 'toàn', 'là', 'oan_hồn', 'theo', 'sau']",12,vi
youtube,Ai mượn xem ???,ai mượn xem,"['ai', 'mượn', 'xem']",3,vi
youtube,Con mới xem video của cô,con mới xem video của cô,"['con', 'mới', 'xem', 'video', 'của', 'cô']",6,vi
youtube,Chào cô quỳnh,chào cô quỳnh,"['chào', 'cô', 'quỳnh']",3,vi
youtube,"Sa 42,6 kg ạ     Cô Quỳnh là 173.7 kg ạ",sa không cô quỳnh là 173.7 không,"['sa', 'không', 'cô', 'quỳnh', 'là', '173.7', 'không']",7,vi
youtube,Bé Sa cứ liếc đểu tôi hoài :))))))))))))))))))))),bé sa cứ liếc_đểu tôi hoài,"['bé', 'sa', 'cứ', 'liếc_đểu', 'tôi', 'hoài']",6,vi
youtube,Chị ơi làm thịt động vật thì giết nó trước đi ạ. Để nó chết từ từ tội nghiệp lắm,chị làm_thịt động_vật thì giết nó trước đi để nó chết từ_từ tội_nghiệp lắm,"['chị', 'làm_thịt', 'động_vật', 'thì', 'giết', 'nó', 'trước', 'đi', 'để', 'nó', 'chết', 'từ_từ', 'tội_nghiệp', 'lắm']",14,vi
youtube,Phật online,phật online,"['phật', 'online']",2,vi
youtube,Gì ơi em kia mấy tuổi rồi vậy,gì em kia mấy tuổi rồi vậy,"['gì', 'em', 'kia', 'mấy', 'tuổi', 'rồi', 'vậy']",7,vi
youtube,Bả sâm hình Kìa,bả sâm_hình kìa,"['bả', 'sâm_hình', 'kìa']",3,vi
youtube,Quê c ở đâu v ạ.?,quê ở đâu vậy,"['quê', 'ở', 'đâu', 'vậy']",4,vi
youtube,Coi mà chảy nước miếng ui giời ơi,coi mà chảy nước_miếng ui giời,"['coi', 'mà', 'chảy', 'nước_miếng', 'ui', 'giời']",6,vi
youtube,Ngon ghê ta,ngon ghê ta,"['ngon', 'ghê', 'ta']",3,vi
youtube,Nhìn mà thèm phết nhờ mà còn cua đó mắc quá em ko thể nào mua nó mà ăn được cho nên mỗi ngày chị ra tập nào là em bậc lên xem y như là em ăn vậy đó chọ quỳnh ơi chắc em là phan của cho quỳnh quá đi,nhìn mà thèm_phết nhờ mà_còn cua đó mắc quá em không_thể_nào mua nó mà ăn được cho_nên mỗi ngày chị ra tập nào là em bậc lên xem y_như là em ăn vậy đó chọ_quỳnh chắc em là phan_của cho quỳnh quá đi,"['nhìn', 'mà', 'thèm_phết', 'nhờ', 'mà_còn', 'cua', 'đó', 'mắc', 'quá', 'em', 'không_thể_nào', 'mua', 'nó', 'mà', 'ăn', 'được', 'cho_nên', 'mỗi', 'ngày', 'chị', 'ra', 'tập', 'nào', 'là', 'em', 'bậc', 'lên', 'xem', 'y_như', 'là', 'em', 'ăn', 'vậy', 'đó', 'chọ_quỳnh', 'chắc', 'em', 'là', 'phan_của', 'cho', 'quỳnh', 'quá', 'đi']",43,vi
youtube,Ghét con gai viết năm lấy ch Trung Quốc AK. Ko ủng hộ nha ae,ghét con gai viết năm lấy ch trung_quốc ak không ủng_hộ anh_em,"['ghét', 'con', 'gai', 'viết', 'năm', 'lấy', 'ch', 'trung_quốc', 'ak', 'không', 'ủng_hộ', 'anh_em']",12,vi
